search_date,day_of_week,location,hotel_id,hotel_name,price,currency,rating,address,city_code,latitude,longitude,distance_from_center,amenities,room_type,board_type,altitude,canton,destination_type,distance_to_airport_km,month,quarter,week_of_year,day_of_year,is_weekend,season,is_public_holiday,is_school_vacation,temp_avg,temp_min,temp_max,precipitation_mm,snow_depth_cm,sunshine_hours,is_ski_season,hotel_chain,is_chain_hotel
05.01.2026,Monday,Chur,ONZRHCTY,HOTEL CITY,216.62,CHF,3.7,"Kirchgasse 43, Chur",ZRH,47.37474,8.53611,95.38,"WiFi,Parking,Breakfast",BUDGET_ROOM,ROOM_ONLY,593,Graubuenden,city,10.1,1,1,2,5,FALSE,Winter,FALSE,FALSE,-1.3,-6.9,3.3,7.4,0,1.1,FALSE,Independent,FALSE
05.01.2026,Monday,Chur,ONZRHMOT,HOTEL MONTANA,155.79,CHF,3.3,"Marktplatz 14, Chur",ZRH,47.38081,8.53524,95.84,"WiFi,Parking,Breakfast",STANDARD_ROOM,BREAKFAST,593,Graubuenden,city,9.4,1,1,2,5,FALSE,Winter,FALSE,FALSE,2.2,-3.2,5.8,0,0,0.6,FALSE,Independent,FALSE
05.01.2026,Monday,Chur,XKZRH001,Hotel du Lac,117.63,CHF,3,"Hauptstrasse 92, Chur",ZRH,47.36649,8.53675,94.78,"WiFi,Parking,Breakfast",STANDARD_ROOM,BREAKFAST,593,Graubuenden,city,11,1,1,2,5,FALSE,Winter,FALSE,FALSE,0,-6.8,3.3,3.3,0,1.9,FALSE,Independent,FALSE
05.01.2026,Monday,Genf,CHGVADHF,DESIGN HOTEL F6,367.75,CHF,4.4,"Marktplatz 43, Genf",GVA,46.21519,6.14611,1.22,"WiFi,24h Reception,Luggage Storage",SUPERIOR_ROOM,ROOM_ONLY,375,Geneva,city,3.8,1,1,2,5,FALSE,Winter,FALSE,FALSE,-0.9,-4.2,2.2,2.6,0,1.9,FALSE,Independent,FALSE
05.01.2026,Monday,Genf,ICGVAICA,INTERCONTINENTAL GENEVA,436.16,CHF,4.3,"Marktplatz 55, Genf",GVA,46.22461,6.13268,2.39,"WiFi,24h Reception,Luggage Storage",COMFORT_ROOM,ROOM_ONLY,375,Geneva,city,2.4,1,1,2,5,FALSE,Winter,FALSE,FALSE,-1.4,-7.2,2.8,3.1,0,3.2,FALSE,IHG (InterContinental),TRUE
05.01.2026,Monday,Genf,RTGVAGAR,ibis Geneve Centre Gare,152.61,CHF,3.5,"Marktplatz 94, Genf",GVA,46.20765,6.13827,0.52,"WiFi,Parking,Restaurant,Bar",STANDARD_ROOM,ROOM_ONLY,375,Geneva,city,4.1,1,1,2,5,FALSE,Winter,FALSE,FALSE,-0.7,-4.1,5.7,4.6,0,0.5,FALSE,Accor (ibis),TRUE
05.01.2026,Monday,Genf,RTGVARES,Résidence Studio Genève Centre,143.27,CHF,3.2,"Marktplatz 95, Genf",GVA,46.2117,6.14696,0.86,"WiFi,Parking,Breakfast",STANDARD_ROOM,ROOM_ONLY,375,Geneva,city,4.1,1,1,2,5,FALSE,Winter,FALSE,FALSE,3.5,-2,9.6,0.9,0,3.1,FALSE,Independent,FALSE
05.01.2026,Monday,Interlaken,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,255.53,CHF,4,"Poststrasse 34, Interlaken",ZRH,47.37503,8.54445,92.36,"WiFi,Parking,Restaurant,Bar",STANDARD_ROOM,BREAKFAST,570,Bern,mountain_resort,10,1,1,2,5,FALSE,Winter,FALSE,FALSE,0.6,-2.4,4.9,0,0,2.9,TRUE,Best Western,TRUE
05.01.2026,Monday,Interlaken,MCZRHDTM,Zurich Marriott Hotel,351,CHF,3.9,"Kirchgasse 21, Interlaken",ZRH,47.38247,8.54026,92.87,"WiFi,Restaurant,Room Service",STANDARD_ROOM,ROOM_ONLY,570,Bern,mountain_resort,9.2,1,1,2,5,FALSE,Winter,FALSE,FALSE,-2,-5.5,2.8,2.7,0,3.1,TRUE,Marriott,TRUE
05.01.2026,Monday,Interlaken,ONZRHCTY,HOTEL CITY,211,CHF,3.3,"Hauptstrasse 50, Interlaken",ZRH,47.37474,8.53611,91.98,"WiFi,24h Reception,Luggage Storage",BUDGET_ROOM,ROOM_ONLY,570,Bern,mountain_resort,10.1,1,1,2,5,FALSE,Winter,FALSE,FALSE,0.7,-3.9,7.1,6.2,0,1.5,TRUE,Independent,FALSE
05.01.2026,Monday,Interlaken,ONZRHMOT,HOTEL MONTANA,149.12,CHF,3,"Poststrasse 65, Interlaken",ZRH,47.38081,8.53524,92.51,"WiFi,Parking,Restaurant,Bar",STANDARD_ROOM,BREAKFAST,570,Bern,mountain_resort,9.4,1,1,2,5,FALSE,Winter,FALSE,FALSE,1.6,-3.4,8.4,2.3,0,0.7,TRUE,Independent,FALSE
05.01.2026,Monday,Interlaken,XKZRH001,Hotel du Lac,120.72,CHF,3,"Bahnhofstrasse 99, Interlaken",ZRH,47.36649,8.53675,91.25,"WiFi,Parking,Restaurant,Bar",STANDARD_ROOM,BREAKFAST,570,Bern,mountain_resort,11,1,1,2,5,FALSE,Winter,FALSE,FALSE,-0.8,-5.7,6.1,3.8,0,2.9,TRUE,Independent,FALSE
05.01.2026,Monday,Lausanne,CHGVADHF,DESIGN HOTEL F6,353.62,CHF,4.2,"Bahnhofstrasse 22, Lausanne",GVA,46.21519,6.14611,50.38,"WiFi,Parking,Restaurant,Bar",SUPERIOR_ROOM,ROOM_ONLY,495,Vaud,city,3.8,1,1,2,5,FALSE,Winter,FALSE,FALSE,2.3,-3.2,9,3.1,0,0.6,FALSE,Independent,FALSE
05.01.2026,Monday,Lausanne,ICGVAICA,INTERCONTINENTAL GENEVA,439.51,CHF,4.3,"Hauptstrasse 85, Lausanne",GVA,46.22461,6.13268,50.46,"WiFi,Restaurant,Room Service",COMFORT_ROOM,ROOM_ONLY,495,Vaud,city,2.4,1,1,2,5,FALSE,Winter,FALSE,FALSE,-1.8,-7.1,2.5,3.1,0,1,FALSE,IHG (InterContinental),TRUE
05.01.2026,Monday,Lausanne,RTGVAGAR,ibis Geneve Centre Gare,157.4,CHF,3.7,"Bahnhofstrasse 63, Lausanne",GVA,46.20765,6.13827,51.39,"WiFi,Parking,Breakfast",STANDARD_ROOM,ROOM_ONLY,495,Vaud,city,4.1,1,1,2,5,FALSE,Winter,FALSE,FALSE,1.8,-1.8,7.1,2.1,0,1,FALSE,Accor (ibis),TRUE
05.01.2026,Monday,Lausanne,RTGVARES,Résidence Studio Genève Centre,141.26,CHF,2.8,"Bahnhofstrasse 38, Lausanne",GVA,46.2117,6.14696,50.59,"WiFi,Parking,Restaurant,Bar",STANDARD_ROOM,ROOM_ONLY,495,Vaud,city,4.1,1,1,2,5,FALSE,Winter,FALSE,FALSE,2.1,-4.6,7.4,2.1,0,3.6,FALSE,Independent,FALSE
05.01.2026,Monday,Luzern,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,235.42,CHF,4.2,"Poststrasse 43, Luzern",ZRH,47.37503,8.54445,40.25,"WiFi,Restaurant,Room Service",STANDARD_ROOM,BREAKFAST,435,Lucerne,city,10,1,1,2,5,FALSE,Winter,FALSE,FALSE,-0.9,-7,5.3,0.1,0,1.7,FALSE,Best Western,TRUE
05.01.2026,Monday,Luzern,MCZRHDTM,Zurich Marriott Hotel,311.57,CHF,4.3,"Poststrasse 95, Luzern",ZRH,47.38247,8.54026,40.86,"WiFi,Parking,Breakfast",STANDARD_ROOM,ROOM_ONLY,435,Lucerne,city,9.2,1,1,2,5,FALSE,Winter,FALSE,FALSE,-2.2,-7.6,4.2,1.9,0,3.3,FALSE,Marriott,TRUE
05.01.2026,Monday,Luzern,ONZRHCTY,HOTEL CITY,184.78,CHF,3.7,"Kirchgasse 67, Luzern",ZRH,47.37474,8.53611,39.95,"WiFi,Parking,Breakfast",BUDGET_ROOM,ROOM_ONLY,435,Lucerne,city,10.1,1,1,2,5,FALSE,Winter,FALSE,FALSE,0.6,-3.2,6.2,0,0,4,FALSE,Independent,FALSE
05.01.2026,Monday,Luzern,ONZRHMOT,HOTEL MONTANA,138.6,CHF,3.1,"Bahnhofstrasse 41, Luzern",ZRH,47.38081,8.53524,40.53,"WiFi,Gym,Pool,Spa",STANDARD_ROOM,BREAKFAST,435,Lucerne,city,9.4,1,1,2,5,FALSE,Winter,FALSE,FALSE,2.7,-0.4,9.6,1.1,0,3.2,FALSE,Independent,FALSE
05.01.2026,Monday,Luzern,XKZRH001,Hotel du Lac,103.01,CHF,3.1,"Hauptstrasse 14, Luzern",ZRH,47.36649,8.53675,39.14,"WiFi,Gym,Pool,Spa",STANDARD_ROOM,BREAKFAST,435,Lucerne,city,11,1,1,2,5,FALSE,Winter,FALSE,FALSE,-1.7,-5.6,2.9,3,0,1.3,FALSE,Independent,FALSE
05.01.2026,Monday,St. Gallen,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,262.28,CHF,3.9,"Poststrasse 1, St. Gallen",ZRH,47.37503,8.54445,62.88,"WiFi,Restaurant,Room Service",STANDARD_ROOM,BREAKFAST,675,St. Gallen,city,10,1,1,2,5,FALSE,Winter,FALSE,FALSE,-0.2,-6,4.4,1.2,0,0.8,FALSE,Best Western,TRUE
05.01.2026,Monday,St. Gallen,ONZRHCTY,HOTEL CITY,203.91,CHF,3.8,"Marktplatz 58, St. Gallen",ZRH,47.37474,8.53611,63.51,"WiFi,24h Reception,Luggage Storage",BUDGET_ROOM,ROOM_ONLY,675,St. Gallen,city,10.1,1,1,2,5,FALSE,Winter,FALSE,FALSE,-2.5,-5.7,2.6,1.4,0,0.2,FALSE,Independent,FALSE
05.01.2026,Monday,St. Gallen,ONZRHMOT,HOTEL MONTANA,150.64,CHF,3.3,"Marktplatz 9, St. Gallen",ZRH,47.38081,8.53524,63.52,"WiFi,Parking,Restaurant,Bar",STANDARD_ROOM,BREAKFAST,675,St. Gallen,city,9.4,1,1,2,5,FALSE,Winter,FALSE,FALSE,-4.2,-9.9,-0.8,0,0,3.4,FALSE,Independent,FALSE
05.01.2026,Monday,St. Moritz,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,541.99,CHF,4.7,"Kirchgasse 97, St. Moritz",ZRH,47.37503,8.54445,138.28,"WiFi,Parking,Restaurant,Bar",STANDARD_ROOM,BREAKFAST,1856,Graubuenden,alpine_ski_resort,10,1,1,2,5,FALSE,Winter,FALSE,FALSE,-9.8,-13.1,-3.3,1.9,127,2,TRUE,Best Western,TRUE
05.01.2026,Monday,St. Moritz,MCZRHDTM,Zurich Marriott Hotel,747.14,CHF,4.2,"Hauptstrasse 11, St. Moritz",ZRH,47.38247,8.54026,139.08,"WiFi,Parking,Breakfast",STANDARD_ROOM,ROOM_ONLY,1856,Graubuenden,alpine_ski_resort,9.2,1,1,2,5,FALSE,Winter,FALSE,FALSE,-10.2,-14.5,-3.8,5.2,89,0.6,TRUE,Marriott,TRUE
05.01.2026,Monday,St. Moritz,ONZRHCTY,HOTEL CITY,409.18,CHF,4.5,"Kirchgasse 7, St. Moritz",ZRH,47.37474,8.53611,138.7,"WiFi,Restaurant,Room Service",BUDGET_ROOM,ROOM_ONLY,1856,Graubuenden,alpine_ski_resort,10.1,1,1,2,5,FALSE,Winter,FALSE,FALSE,-7.1,-13.2,-3.4,1.5,50,2.4,TRUE,Independent,FALSE
05.01.2026,Monday,St. Moritz,ONZRHMOT,HOTEL MONTANA,299.48,CHF,4,"Kirchgasse 7, St. Moritz",ZRH,47.38081,8.53524,139.22,"WiFi,Parking,Breakfast",STANDARD_ROOM,BREAKFAST,1856,Graubuenden,alpine_ski_resort,9.4,1,1,2,5,FALSE,Winter,FALSE,FALSE,-10,-13.4,-5.3,0.1,73,1.8,TRUE,Independent,FALSE
05.01.2026,Monday,St. Moritz,XKZRH001,Hotel du Lac,244.98,CHF,3.7,"Marktplatz 96, St. Moritz",ZRH,47.36649,8.53675,138.03,"WiFi,Parking,Breakfast",STANDARD_ROOM,BREAKFAST,1856,Graubuenden,alpine_ski_resort,11,1,1,2,5,FALSE,Winter,FALSE,FALSE,-8.5,-13.4,-3.7,0.6,60,4,TRUE,Independent,FALSE
05.01.2026,Monday,Winterthur,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,261.53,CHF,4.1,"Poststrasse 96, Winterthur",ZRH,47.37503,8.54445,20.79,"WiFi,Restaurant,Room Service",STANDARD_ROOM,BREAKFAST,439,Zurich,city,10,1,1,2,5,FALSE,Winter,FALSE,FALSE,1.9,-2.5,5.2,4.3,0,3.1,FALSE,Best Western,TRUE
05.01.2026,Monday,Winterthur,MCZRHDTM,Zurich Marriott Hotel,386.49,CHF,4.6,"Marktplatz 6, Winterthur",ZRH,47.38247,8.54026,20.48,"WiFi,Parking,Restaurant,Bar",STANDARD_ROOM,ROOM_ONLY,439,Zurich,city,9.2,1,1,2,5,FALSE,Winter,FALSE,FALSE,0.6,-3.8,7.2,1.7,0,2.1,FALSE,Marriott,TRUE
05.01.2026,Monday,Winterthur,ONZRHCTY,HOTEL CITY,220.5,CHF,3.7,"Poststrasse 66, Winterthur",ZRH,47.37474,8.53611,21.28,"WiFi,Parking,Breakfast",BUDGET_ROOM,ROOM_ONLY,439,Zurich,city,10.1,1,1,2,5,FALSE,Winter,FALSE,FALSE,-2.6,-8.8,2.9,2.9,0,0.2,FALSE,Independent,FALSE
05.01.2026,Monday,Winterthur,ONZRHMOT,HOTEL MONTANA,159.84,CHF,3.4,"Bahnhofstrasse 30, Winterthur",ZRH,47.38081,8.53524,20.89,"WiFi,Gym,Pool,Spa",STANDARD_ROOM,BREAKFAST,439,Zurich,city,9.4,1,1,2,5,FALSE,Winter,FALSE,FALSE,-1.4,-6.4,4.9,5.8,0,0.9,FALSE,Independent,FALSE
05.01.2026,Monday,Winterthur,XKZRH001,Hotel du Lac,121.16,CHF,3,"Marktplatz 36, Winterthur",ZRH,47.36649,8.53675,21.86,"WiFi,Restaurant,Room Service",STANDARD_ROOM,BREAKFAST,439,Zurich,city,11,1,1,2,5,FALSE,Winter,FALSE,FALSE,-0.9,-6.5,2.7,1.8,0,2.3,FALSE,Independent,FALSE
05.01.2026,Monday,Zermatt,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,532.1,CHF,4.3,"Poststrasse 96, Zermatt",ZRH,47.37503,8.54445,162.35,"WiFi,Parking,Breakfast",STANDARD_ROOM,BREAKFAST,1620,Valais,alpine_ski_resort,10,1,1,2,5,FALSE,Winter,FALSE,FALSE,-8.3,-13.6,-4.3,0,119,3.2,TRUE,Best Western,TRUE
05.01.2026,Monday,Zermatt,MCZRHDTM,Zurich Marriott Hotel,749,CHF,4.4,"Poststrasse 19, Zermatt",ZRH,47.38247,8.54026,163,"WiFi,Gym,Pool,Spa",STANDARD_ROOM,ROOM_ONLY,1620,Valais,alpine_ski_resort,9.2,1,1,2,5,FALSE,Winter,FALSE,FALSE,-8.8,-14.1,-3.6,3,94,2.1,TRUE,Marriott,TRUE
05.01.2026,Monday,Zermatt,ONZRHCTY,HOTEL CITY,432.16,CHF,4.7,"Poststrasse 67, Zermatt",ZRH,47.37474,8.53611,162.08,"WiFi,Restaurant,Room Service",BUDGET_ROOM,ROOM_ONLY,1620,Valais,alpine_ski_resort,10.1,1,1,2,5,FALSE,Winter,FALSE,FALSE,-8.7,-13.8,-3.9,1.9,123,2.1,TRUE,Independent,FALSE
05.01.2026,Monday,Zermatt,ONZRHMOT,HOTEL MONTANA,308.19,CHF,3.7,"Poststrasse 29, Zermatt",ZRH,47.38081,8.53524,162.68,"WiFi,Parking,Restaurant,Bar",STANDARD_ROOM,BREAKFAST,1620,Valais,alpine_ski_resort,9.4,1,1,2,5,FALSE,Winter,FALSE,FALSE,-8,-13.6,-3.9,2.6,81,3.6,TRUE,Independent,FALSE
05.01.2026,Monday,Zermatt,XKZRH001,Hotel du Lac,236.44,CHF,4,"Kirchgasse 38, Zermatt",ZRH,47.36649,8.53675,161.25,"WiFi,Gym,Pool,Spa",STANDARD_ROOM,BREAKFAST,1620,Valais,alpine_ski_resort,11,1,1,2,5,FALSE,Winter,FALSE,FALSE,-4,-9.7,1.6,1.8,87,3.7,TRUE,Independent,FALSE
05.01.2026,Monday,Zuerich,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,266.66,CHF,4.2,"Kirchgasse 63, Zuerich",ZRH,47.37503,8.54445,0.29,"WiFi,Parking,Breakfast",STANDARD_ROOM,BREAKFAST,408,Zurich,city,10,1,1,2,5,FALSE,Winter,FALSE,FALSE,0.8,-3.2,5.2,2,0,1,FALSE,Best Western,TRUE
05.01.2026,Monday,Zuerich,MCZRHDTM,Zurich Marriott Hotel,373.87,CHF,4.5,"Bahnhofstrasse 63, Zuerich",ZRH,47.38247,8.54026,0.63,"WiFi,Parking,Breakfast",STANDARD_ROOM,ROOM_ONLY,408,Zurich,city,9.2,1,1,2,5,FALSE,Winter,FALSE,FALSE,-0.3,-5.8,6.4,0.4,0,1.2,FALSE,Marriott,TRUE
05.01.2026,Monday,Zuerich,ONZRHCTY,HOTEL CITY,220.1,CHF,3.6,"Marktplatz 15, Zuerich",ZRH,47.37474,8.53611,0.48,"WiFi,Parking,Restaurant,Bar",BUDGET_ROOM,ROOM_ONLY,408,Zurich,city,10.1,1,1,2,5,FALSE,Winter,FALSE,FALSE,2.1,-4,6.7,0.8,0,1.6,FALSE,Independent,FALSE
05.01.2026,Monday,Zuerich,ONZRHMOT,HOTEL MONTANA,159.17,CHF,3.7,"Poststrasse 41, Zuerich",ZRH,47.38081,8.53524,0.65,"WiFi,Parking,Breakfast",STANDARD_ROOM,BREAKFAST,408,Zurich,city,9.4,1,1,2,5,FALSE,Winter,FALSE,FALSE,-1.5,-4.9,2.5,2.1,0,3.7,FALSE,Independent,FALSE
05.01.2026,Monday,Zuerich,XKZRH001,Hotel du Lac,112.55,CHF,2.8,"Kirchgasse 87, Zuerich",ZRH,47.36649,8.53675,1.22,"WiFi,Gym,Pool,Spa",STANDARD_ROOM,BREAKFAST,408,Zurich,city,11,1,1,2,5,FALSE,Winter,FALSE,FALSE,-1.2,-7.4,3.3,4.9,0,1.2,FALSE,Independent,FALSE
12.01.2026,Monday,Arosa,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,404.13,CHF,4.3,"Poststrasse 11, Arosa",ZRH,47.37503,8.54445,107.47,"WiFi,Parking,Restaurant,Bar",STANDARD_ROOM,BREAKFAST,1775,Graubuenden,alpine_ski_resort,10,1,1,3,12,FALSE,Winter,FALSE,FALSE,-6.8,-10,-0.5,0,170,0.5,TRUE,Best Western,TRUE
12.01.2026,Monday,Arosa,MCZRHDTM,Zurich Marriott Hotel,693.13,CHF,4.3,"Bahnhofstrasse 28, Arosa",ZRH,47.38247,8.54026,108.23,"WiFi,Restaurant,Room Service",DELUXE_ROOM,ROOM_ONLY,1775,Graubuenden,alpine_ski_resort,9.2,1,1,3,12,FALSE,Winter,FALSE,FALSE,-9.5,-13.6,-6.4,3.4,109,0.3,TRUE,Marriott,TRUE
12.01.2026,Monday,Arosa,ONZRHCTY,HOTEL CITY,340.22,CHF,4.1,"Kirchgasse 43, Arosa",ZRH,47.37474,8.53611,107.95,"WiFi,Parking,Restaurant,Bar",BUDGET_ROOM,ROOM_ONLY,1775,Graubuenden,alpine_ski_resort,10.1,1,1,3,12,FALSE,Winter,FALSE,FALSE,-5.3,-9.6,0.3,1.8,84,3.6,TRUE,Independent,FALSE
12.01.2026,Monday,Arosa,XKZRH001,Hotel du Lac,174.33,CHF,3.6,"Hauptstrasse 76, Arosa",ZRH,47.36649,8.53675,107.36,"WiFi,Gym,Pool,Spa",STANDARD_ROOM,BREAKFAST,1775,Graubuenden,alpine_ski_resort,11,1,1,3,12,FALSE,Winter,FALSE,FALSE,-5.5,-10.6,-1,5,115,2.8,TRUE,Independent,FALSE
12.01.2026,Monday,Basel,RTBSLBAH,ibis Basel Bahnhof,108.54,CHF,3.2,"Bahnhofstrasse 63, Basel",BSL,47.54683,7.58427,1.46,"WiFi,Parking,Breakfast",STANDARD_ROOM,ROOM_ONLY,260,Basel-Stadt,city,7.2,1,1,3,12,FALSE,Winter,FALSE,FALSE,3.5,-3.4,7.2,3.1,0,0.3,FALSE,Accor (ibis),TRUE
12.01.2026,Monday,Bern,BWBRN230,Best Western Plus Hotel Bern,209.28,CHF,3.6,"Poststrasse 81, Bern",BRN,46.94877,7.44633,0.12,"WiFi,Gym,Pool,Spa",STANDARD_ROOM,ROOM_ONLY,542,Bern,city,5.5,1,1,3,12,FALSE,Winter,FALSE,FALSE,2.8,-3.1,6.2,3.4,0,2,FALSE,Best Western,TRUE
12.01.2026,Monday,Chur,BWZRH091,BEST WESTERN HOTEL ZURCHERHOF,233.92,CHF,3.7,"Poststrasse 11, Chur",ZRH,47.37503,8.54445,94.9,"WiFi,24h Reception,Luggage Storage",STANDARD_ROOM,BREAKFAST,593,Graubuenden,city,10,1,1,3,12,FALSE,Winter,FALSE,FALSE,0.6,-5.8,4.9,2.5,0,2.8,FALSE,Best Western,TRUE
12.01.2026,Monday,Chur,MCZRHDTM,Zurich Marriott Hotel,404.55,CHF,4.4,"Poststrasse 56, Chur",ZRH,47.38247,8.54026,95.65,"WiFi,Gym,Pool,Spa",DELUXE_ROOM,ROOM_ONLY,593,Graubuenden,city,9.2,1,1,3,12,FALSE,Winter,FALSE,FALSE,-1.5,-7.8,1.8,2.4,0,0.8,FALSE,Marriott,TRUE
12.01.2026,Monday,Chur,ONZRHCTY,HOTEL CITY,202.87,CHF,3.3,"Marktplatz 36, Chur",ZRH,47.37474,8.53611,95.38,"WiFi,Restaurant,Room Service",BUDGET_ROOM,ROOM_ONLY,593,Graubuenden,city,10.1,1,1,3,12,FALSE,Winter,FALSE,FALSE,1.9,-4.7,5.3,4.1,0,1.5,FALSE,Independent,FALSE
12.01.2026,Monday,Chur,XKZRH001,Hotel du Lac,94.71,CHF,2.9,"Kirchgasse 70, Chur",ZRH,47.36649,8.53675,94.78,"WiFi,Gym,Pool,Spa",STANDARD_ROOM,BREAKFAST,593,Graubuenden,city,11,1,1,3,12,FALSE,Winter,FALSE,FALSE,0.5,-4.3,7.4,1.9,0,2.4,FALSE,Independent,FALSE
12.01.2026,Monday,Genf,ICGVAICA,INTERCONTINENTAL GENEVA,388.34,CHF,4.6,"Kirchgasse 5, Genf",GVA,46.22461,6.13268,2.39,"WiFi,Parking,Breakfast",COMFORT_ROOM,ROOM_ONLY,375,Geneva,city,2.4,1,1,3,12,FALSE,Winter,FALSE,FALSE,-0.6,-7.5,3.2,3.7,0,3.4,FALSE,IHG (InterContinental),TRUE
12.01.2026,Monday,Genf,RTGVAGAR,ibis Geneve Centre Gare,126.48,CHF,2.9,"Bahnhofstrasse 26, Genf",GVA,46.20765,6.13827,0.52,"WiFi,Parking,Restaurant,Bar",STANDARD_ROOM,ROOM_ONLY,375,Geneva,city,4.1,1,1,3,12,FALSE,Winter,FALSE,FALSE,-0.3,-7,3,3.5,0,0.4,FALSE,Accor (ibis),TRUE
